prompt,dataset,label
"Ja, jeg må vel takke mine danske brødre for det flotte ølet :)",dkk,0
Not Danish but Pølse,dkk,0
MAGA,dkk,0
Er det nu de der kulturberigere igen... nååååå nej....,dkk,0
Selv mod Trump kæmper guderne forgæves han er den latterlige præsident de har haft i nyere tid,dkk,0
/r/mig_ivh,dkk,0
Det er bare virkeligt ærgeligt at deres app er så langsom og ustabil (på Android),dkk,0
"Dit dansk er okay, @USER. Hvad var du landet for til at starte med?",dkk,0
"DET ER helt fint at de mænd der gerne vil have sådan en pige kan få taget trykket, tager hatten af for hende at hun kan ligge med alle slags mænd, og det er jo nu hun skal tjene pengene inden hun bliver for gammel . Mennnnnn tror nu ikke det er de Bette bryster der gør dig klog . DET ER de mænd der trænger der gør dig rig intet andet , har set flottere og pænere piger end dig , så stjerne exkort pige , den tror jeg ik på dertil er dine kurver ik pæne",dkk,0
DANSKJÄVLAR,dkk,0
"af nysgerrighed, er SC2 ligesom dota2, hvor internationale konventioner siger der kun må være en dansk pro spiller aktiv af gangen for at resten af verden har en chance? - hvordan gør man op for at danskeren modsat i dota ikke bliver holdt nede af 4 holdkammerater?",dkk,0
De skal sendes retur hele bundtet vi har ikke brug for flere udgifter i det danske samfund,dkk,0
"Fyfan. Men 15 grader idag, äntligen!",dkk,0
Jeg stemmer for! Hvornår skal dette mageløse togt finde sted?!,dkk,0
2uhyggeligt4mig,dkk,0
Hvordan i helvede fik de overhovedet dit nummer!? Klamme spionland.,dkk,0
Det er da positivt at 99% af fansene opfører sig eksemplarisk!,dkk,0
I,dkk,0
Han kan ikke Svensk og forventer et job. Hvis han vil Sverige må han søge immigration. Men det er nu engang nemmere at få ophold som flygtninge da reglerne er ret fleksible.,dkk,0
Mere Fake News . Trump's modstandere vil kritisere ham ligemeget hvad han gør og jeg kan se alle de dumme medie får bræge i kor i denne tråd. Hvis der er nogen der står last og brast om det amerikanske millitær personel er det da Trump . Sæt jer dog ind i tingende ignoranter,dkk,0
"Husk at tænke over din kost, mindre *hvad* du spiser, mere hvor *meget* du spiser.",dkk,0
Hold hold hold. Det er Tobias og hans kumpaner igen. Ja og Ole var ham med kniven. Jo jo den er god nok. Sådan en flok racister det skriver her,dkk,0
@USER skal vi drop ud af gym og blive millionær på det her? hahahah,dkk,0
"Han skyder, nej han venter, nej han går af!! Det er GENIALT det der.",dkk,0
Mon ikke også at hun gør det..,dkk,0
"1 million sort om året, sætter sit præg på tilværelsen, ligegyldigt hvilket job ",dkk,0
Det en joke ikk. ellers er der seriøst en der skal lære at holde sig til at lave maden selv,dkk,0
min kommentar er: SKRID OG BLIV VÆK,dkk,0
Ha! Svensken erklærer kulturelt nederlag ved at erklære krig på angelsaksisk. Har I glemt jeres eget sprog?,dkk,0
Smirking ~~bitch~~ bastard from ~~Highgarden~~ Høje-Taastrup.,dkk,0
Dagens?,dkk,0
Jeg elsker Danmark for meget til at overholde loven i danmark  ~ @USER  wtf,dkk,0
Mina Danska släktingar åker på semester till Sverige varje år. :),dkk,0
*En patriotisk tåre triller ned ad kinden på mig*,dkk,0
"Lever af sit udseende, vil ikke vise sig frem",dkk,0
Overraskende hvor gode spil vi egentlig har lavet !,dkk,0
Drømmen om den perfekte verden.,dkk,0
Jeg har mange venner der kører lastbil' skal være min nye go-to-trussel.,dkk,0
Hurra for vores hollandske frænder!,dkk,0
"Jeg har mødt ham som opfandt den pose der. Han er mange millionær i dag og har også forsøgt sig med andre poser, som ikke har nået isterningsposen til sokkeholderne.",dkk,0
Hvem er det på billedet i baggrunden? @USER?,dkk,0
Jeg elsker dig!,dkk,0
Tillykke til både Danmark og Island  - Hilsen fjeldabe,dkk,0
10/10 ordspil i titlen OP,dkk,0
"Ja - lad os brænde Middelaldercentret ned, de har både træhesten og gabestokken stående, godt nok som kopi, men de stakkels mennesker der har siddet på den eller stået i den.",dkk,0
Fakta: Sjælland er udkantssverige.,dkk,0
"Med flere indvandre, går det nedad. Da de først lige skal læres op, i at læse og skrive.",dkk,0
RIP in snus,dkk,0
"@USER det var sådan noget du kunne finde på, da jeg åbenbart stegte pandekager dårligt",dkk,0
Lorteunger..,dkk,0
Vad i helvete,dkk,0
De OVERVEJER !!!,dkk,0
@USER siger det går ufatteligt godt i Danmark. Men det er måske ikke det her han mener,dkk,0
Jeg havde sgu ladet den hænge til evig tid. God humor fortjener at blive belønnet!,dkk,0
"Ved ikke med jer andre, men de der sorte dæmon øjne har altid fået mig til at skide i bukserne",dkk,0
lol,dkk,0
De skal gøre hvad de har lyst til ligesom alle andre mennesker,dkk,0
###DANSKEN ER EN DEJLIG MAND!!!,dkk,0
which hemingway book to read?,web_questions,0
what does barbara bush do for work?,web_questions,0
what language do most italians speak?,web_questions,0
where did kansas city royals come from?,web_questions,0
what book did charles darwin wrote in 1859?,web_questions,0
when is the rainy season in bangkok thailand?,web_questions,0
what kind of language does egypt speak?,web_questions,0
what high school did lil wayne graduate from?,web_questions,0
who did shaq first play for?,web_questions,0
who has coached the carolina panthers?,web_questions,0
where did madonna grew up?,web_questions,0
what type of currency do they use in england?,web_questions,0
who did marilyn monroe marry at 16?,web_questions,0
what language do chinese people write in?,web_questions,0
who did morgan freeman marry?,web_questions,0
what kind of shoes do french people wear?,web_questions,0
what led to stalin rise in power?,web_questions,0
what document did thomas jefferson wrote?,web_questions,0
where is the thames river source?,web_questions,0
where was toussaint l'ouverture born?,web_questions,0
where buddha come from?,web_questions,0
where do they speak afrikaans?,web_questions,0
who was the first dictator of the soviet union?,web_questions,0
who is angelina jolie mom and dad?,web_questions,0
what do people in australia speak?,web_questions,0
where does bradley walsh live?,web_questions,0
what type of democracy is the united states?,web_questions,0
what vegetables can i plant in november in southern california?,web_questions,0
what is the zip code for nogales az?,web_questions,0
who has played lex luthor?,web_questions,0
what team is cristiano ronaldo play for?,web_questions,0
where is the illinois river on a map?,web_questions,0
where is the carpathian mountain range located?,web_questions,0
what are the supreme court cases?,web_questions,0
what channel is the usa pageant on?,web_questions,0
who played samantha stephens in bewitched?,web_questions,0
what is the political system in germany?,web_questions,0
what happened in bosnia in the 90s?,web_questions,0
what role did george lucas play in star wars?,web_questions,0
who is the head coach of inter milan?,web_questions,0
what county is kansas city kansas?,web_questions,0
what kind of language does france speak?,web_questions,0
who did james franco play in milk?,web_questions,0
when tupac was shot?,web_questions,0
what currency does france accept?,web_questions,0
where is english spoken in the world map?,web_questions,0
what countries does tomtom western europe include?,web_questions,0
what are the 7 countries that are part of central america?,web_questions,0
where to get a marriage license in long island?,web_questions,0
what happened at chernobyl?,web_questions,0
what objects did galileo see with his telescope?,web_questions,0
what role did alexander hamilton play in the constitution?,web_questions,0
when did roth ira originate?,web_questions,0
who is tatyana ali parents?,web_questions,0
when was the last time the ny knicks won a playoff game?,web_questions,0
where is daud ibrahim?,web_questions,0
who formed the american federation of labor?,web_questions,0
what country is dyson made?,web_questions,0
where do florida panthers play?,web_questions,0
what did albert speer design?,web_questions,0
what kind of currency does the dominican republic have?,web_questions,0
what kind of government is south korea?,web_questions,0
where was bin laden found and killed?,web_questions,0
who did tom hanks play in apollo 13?,web_questions,0
who is moira en x men?,web_questions,0
who was king after leonidas died?,web_questions,0
what art did wassily kandinsky do?,web_questions,0
what type of music did vivaldi compose?,web_questions,0
where is the latin language from?,web_questions,0
who will the cavaliers draft 2012?,web_questions,0
what language does people in iceland speak?,web_questions,0
what art movement did leonardo da vinci belong to?,web_questions,0
who won the league cup in 2002?,web_questions,0
who is the leader of libya 2011?,web_questions,0
what currency should you take to vietnam?,web_questions,0
who is the coach for the new york knicks?,web_questions,0
what language does egyptian people speak?,web_questions,0
where is tyrese gibson from?,web_questions,0
what was the currency used in france before the euro?,web_questions,0
what is the currency of brazil now?,web_questions,0
when was the last time the boston bruins went to the stanley cup?,web_questions,0
what form of government does australia use?,web_questions,0
when do they change the time in california?,web_questions,0
what did king henry viii rule?,web_questions,0
where to stay in singapore blog?,web_questions,0
what type of government does italy have 2011?,web_questions,0
what wars did robert e lee served in?,web_questions,0
what countries are located near egypt?,web_questions,0
what is the most populated state in united states?,web_questions,0
what is the name of airport in new york?,web_questions,0
what county is brentwood tennessee in?,web_questions,0
what is the current time in kauai hawaii?,web_questions,0
who was the son of king leonidas?,web_questions,0
what did charles babbage discover?,web_questions,0
what kind of disease does montel williams have?,web_questions,0
what did ferdinand magellan do?,web_questions,0
what 3 states border florida?,web_questions,0
what countries are near italy?,web_questions,0
who ran against abraham lincoln for president in 1860?,web_questions,0
what jamaican money called?,web_questions,0
What is a linear combination?,ml_questions,0
What does converting MNIST from a supervised to unsupervised setting illustrate in the chapter?,ml_questions,0
What is the preferred environment for building machine learning models according to the chapter 'Arranging machine learning projects' in AAAMLP?,ml_questions,0
What is the connection between deep learning and natural language processing?,ml_questions,0
What can the state information in a layer's activations be analogous to?,ml_questions,0
What is the purpose of Gaussian elimination?,ml_questions,0
How does deep learning interpret the concept of 'learning the right representation for the data'?,ml_questions,0
What is 'variance' in machine learning?,ml_questions,0
What is a 'random forest' in machine learning?,ml_questions,0
What was the first wave of neural networks research known as?,ml_questions,0
What role does the zero vector play when discussing the solutions of linear equations in the context of matrix column combinations?,ml_questions,0
What is weighted precision?,ml_questions,0
Why is it challenging to design features for detecting cars in photographs?,ml_questions,0
What are the main goals of statistical learning in data science?,ml_questions,0
Why are supervised machine learning problems considered easier to tackle than unsupervised ones?,ml_questions,0
What is the 'learning rate' in machine learning algorithms?,ml_questions,0
How is a multilayer perceptron (MLP) defined?,ml_questions,0
What constitutes input and output in a regression problem?,ml_questions,0
What is 'long short-term memory' (LSTM) in machine learning?,ml_questions,0
Why is understanding machine learning important?,ml_questions,0
